INSTRUMENT_CD,INSTRUMENT_DESC,INSTRUMENT_TYPE,IS_ACTIVE
INS035999,Instrument INS035999,FX,Y
INS036000,Instrument INS036000,BOND,Y
INS036001,Instrument INS036001,EQUITY,Y
INS036002,Instrument INS036002,FX,Y
INS036003,Instrument INS036003,BOND,Y
INS036004,Instrument INS036004,FX,Y
INS036005,Instrument INS036005,EQUITY,Y
INS036006,Instrument INS036006,FX,Y
INS036007,Instrument INS036007,FX,Y
INS036008,Instrument INS036008,BOND,Y
INS036009,Instrument INS036009,BOND,Y
INS036010,Instrument INS036010,EQUITY,Y
INS036011,Instrument INS036011,BOND,Y
INS036012,Instrument INS036012,FX,Y
INS036013,Instrument INS036013,FX,Y
INS036014,Instrument INS036014,EQUITY,Y
INS036015,Instrument INS036015,BOND,Y
INS036016,Instrument INS036016,BOND,Y
INS036017,Instrument INS036017,EQUITY,Y
INS036018,Instrument INS036018,BOND,Y
INS036019,Instrument INS036019,FX,Y
INS036020,Instrument INS036020,EQUITY,Y
INS036021,Instrument INS036021,BOND,Y
INS036022,Instrument INS036022,FX,Y
INS036023,Instrument INS036023,EQUITY,Y
INS036024,Instrument INS036024,FX,Y
INS036025,Instrument INS036025,FX,Y
INS036026,Instrument INS036026,BOND,Y
INS036027,Instrument INS036027,FX,Y
INS036028,Instrument INS036028,BOND,Y
INS036029,Instrument INS036029,FX,Y
INS036030,Instrument INS036030,BOND,Y
INS036031,Instrument INS036031,BOND,Y
INS036032,Instrument INS036032,EQUITY,Y
INS036033,Instrument INS036033,BOND,Y
INS036034,Instrument INS036034,FX,Y
INS036035,Instrument INS036035,EQUITY,Y
INS036036,Instrument INS036036,EQUITY,Y
INS036037,Instrument INS036037,FX,Y
INS036038,Instrument INS036038,FX,Y
INS036039,Instrument INS036039,EQUITY,Y
INS036040,Instrument INS036040,EQUITY,Y
INS036041,Instrument INS036041,BOND,Y
INS036042,Instrument INS036042,EQUITY,Y
INS036043,Instrument INS036043,FX,Y
INS036044,Instrument INS036044,EQUITY,Y
INS036045,Instrument INS036045,FX,Y
INS036046,Instrument INS036046,FX,Y
INS036047,Instrument INS036047,BOND,Y
INS036048,Instrument INS036048,BOND,Y
INS036049,Instrument INS036049,BOND,Y
INS036050,Instrument INS036050,FX,Y
INS036051,Instrument INS036051,FX,Y
INS036052,Instrument INS036052,FX,Y
INS036053,Instrument INS036053,BOND,Y
INS036054,Instrument INS036054,EQUITY,Y
INS036055,Instrument INS036055,EQUITY,Y
INS036056,Instrument INS036056,BOND,Y
INS036057,Instrument INS036057,BOND,Y
INS036058,Instrument INS036058,FX,Y
INS036059,Instrument INS036059,FX,Y
INS036060,Instrument INS036060,FX,Y
INS036061,Instrument INS036061,EQUITY,Y
INS036062,Instrument INS036062,EQUITY,Y
INS036063,Instrument INS036063,BOND,Y
INS036064,Instrument INS036064,BOND,Y
INS036065,Instrument INS036065,FX,Y
INS036066,Instrument INS036066,EQUITY,Y
INS036067,Instrument INS036067,EQUITY,Y
INS036068,Instrument INS036068,BOND,Y
INS036069,Instrument INS036069,EQUITY,Y
INS036070,Instrument INS036070,FX,Y
INS036071,Instrument INS036071,EQUITY,Y
INS036072,Instrument INS036072,FX,Y
INS036073,Instrument INS036073,FX,Y
INS036074,Instrument INS036074,FX,Y
INS036075,Instrument INS036075,FX,Y
INS036076,Instrument INS036076,EQUITY,Y
INS036077,Instrument INS036077,EQUITY,Y
INS036078,Instrument INS036078,FX,Y
INS036079,Instrument INS036079,BOND,Y
INS036080,Instrument INS036080,BOND,Y
INS036081,Instrument INS036081,FX,Y
INS036082,Instrument INS036082,FX,Y
INS036083,Instrument INS036083,BOND,Y
INS036084,Instrument INS036084,EQUITY,Y
INS036085,Instrument INS036085,EQUITY,Y
INS036086,Instrument INS036086,BOND,Y
INS036087,Instrument INS036087,FX,Y
INS036088,Instrument INS036088,FX,Y
INS036089,Instrument INS036089,EQUITY,Y
INS036090,Instrument INS036090,EQUITY,Y
INS036091,Instrument INS036091,FX,Y
INS036092,Instrument INS036092,EQUITY,Y
INS036093,Instrument INS036093,BOND,Y
INS036094,Instrument INS036094,BOND,Y
INS036095,Instrument INS036095,EQUITY,Y
INS036096,Instrument INS036096,FX,Y
INS036097,Instrument INS036097,BOND,Y
INS036098,Instrument INS036098,EQUITY,Y
INS036099,Instrument INS036099,EQUITY,Y
INS036100,Instrument INS036100,FX,Y
INS036101,Instrument INS036101,EQUITY,Y
INS036102,Instrument INS036102,BOND,Y
INS036103,Instrument INS036103,EQUITY,Y
INS036104,Instrument INS036104,FX,Y
INS036105,Instrument INS036105,EQUITY,Y
INS036106,Instrument INS036106,BOND,Y
INS036107,Instrument INS036107,BOND,Y
INS036108,Instrument INS036108,EQUITY,Y
INS036109,Instrument INS036109,FX,Y
INS036110,Instrument INS036110,BOND,Y
INS036111,Instrument INS036111,FX,Y
INS036112,Instrument INS036112,FX,Y
INS036113,Instrument INS036113,BOND,Y
INS036114,Instrument INS036114,EQUITY,Y
INS036115,Instrument INS036115,FX,Y
INS036116,Instrument INS036116,EQUITY,Y
INS036117,Instrument INS036117,FX,Y
INS036118,Instrument INS036118,BOND,Y
INS036119,Instrument INS036119,FX,Y
INS036120,Instrument INS036120,EQUITY,Y
INS036121,Instrument INS036121,EQUITY,Y
INS036122,Instrument INS036122,FX,Y
INS036123,Instrument INS036123,FX,Y
INS036124,Instrument INS036124,FX,Y
INS036125,Instrument INS036125,BOND,Y
INS036126,Instrument INS036126,EQUITY,Y
INS036127,Instrument INS036127,FX,Y
INS036128,Instrument INS036128,EQUITY,Y
INS036129,Instrument INS036129,EQUITY,Y
INS036130,Instrument INS036130,EQUITY,Y
INS036131,Instrument INS036131,EQUITY,Y
INS036132,Instrument INS036132,FX,Y
INS036133,Instrument INS036133,EQUITY,Y
INS036134,Instrument INS036134,EQUITY,Y
INS036135,Instrument INS036135,BOND,Y
INS036136,Instrument INS036136,FX,Y
INS036137,Instrument INS036137,EQUITY,Y
INS036138,Instrument INS036138,EQUITY,Y
INS036139,Instrument INS036139,FX,Y
INS036140,Instrument INS036140,FX,Y
INS036141,Instrument INS036141,EQUITY,Y
INS036142,Instrument INS036142,BOND,Y
INS036143,Instrument INS036143,BOND,Y
INS036144,Instrument INS036144,FX,Y
INS036145,Instrument INS036145,FX,Y
INS036146,Instrument INS036146,BOND,Y
INS036147,Instrument INS036147,BOND,Y
INS036148,Instrument INS036148,BOND,Y
INS036149,Instrument INS036149,BOND,Y
INS036150,Instrument INS036150,BOND,Y
INS036151,Instrument INS036151,FX,Y
INS036152,Instrument INS036152,FX,Y
INS036153,Instrument INS036153,FX,Y
INS036154,Instrument INS036154,FX,Y
INS036155,Instrument INS036155,EQUITY,Y
INS036156,Instrument INS036156,BOND,Y
INS036157,Instrument INS036157,BOND,Y
INS036158,Instrument INS036158,FX,Y
INS036159,Instrument INS036159,BOND,Y
INS036160,Instrument INS036160,EQUITY,Y
INS036161,Instrument INS036161,EQUITY,Y
INS036162,Instrument INS036162,EQUITY,Y
INS036163,Instrument INS036163,FX,Y
INS036164,Instrument INS036164,BOND,Y
INS036165,Instrument INS036165,EQUITY,Y
INS036166,Instrument INS036166,EQUITY,Y
INS036167,Instrument INS036167,BOND,Y
INS036168,Instrument INS036168,BOND,Y
INS036169,Instrument INS036169,EQUITY,Y
INS036170,Instrument INS036170,EQUITY,Y
INS036171,Instrument INS036171,BOND,Y
INS036172,Instrument INS036172,FX,Y
INS036173,Instrument INS036173,BOND,Y
INS036174,Instrument INS036174,FX,Y
INS036175,Instrument INS036175,EQUITY,Y
INS036176,Instrument INS036176,FX,Y
INS036177,Instrument INS036177,FX,Y
INS036178,Instrument INS036178,EQUITY,Y
INS036179,Instrument INS036179,EQUITY,Y
INS036180,Instrument INS036180,FX,Y
INS036181,Instrument INS036181,BOND,Y
INS036182,Instrument INS036182,BOND,Y
INS036183,Instrument INS036183,EQUITY,Y
INS036184,Instrument INS036184,EQUITY,Y
INS036185,Instrument INS036185,BOND,Y
INS036186,Instrument INS036186,BOND,Y
INS036187,Instrument INS036187,EQUITY,Y
INS036188,Instrument INS036188,BOND,Y
INS036189,Instrument INS036189,FX,Y
INS036190,Instrument INS036190,EQUITY,Y
INS036191,Instrument INS036191,FX,Y
INS036192,Instrument INS036192,FX,Y
INS036193,Instrument INS036193,FX,Y
INS036194,Instrument INS036194,FX,Y
INS036195,Instrument INS036195,BOND,Y
INS036196,Instrument INS036196,EQUITY,Y
INS036197,Instrument INS036197,BOND,Y
INS036198,Instrument INS036198,FX,Y
INS036199,Instrument INS036199,FX,Y
INS036200,Instrument INS036200,FX,Y
INS036201,Instrument INS036201,FX,Y
INS036202,Instrument INS036202,EQUITY,Y
INS036203,Instrument INS036203,EQUITY,Y
INS036204,Instrument INS036204,EQUITY,Y
INS036205,Instrument INS036205,FX,Y
INS036206,Instrument INS036206,FX,Y
INS036207,Instrument INS036207,EQUITY,Y
INS036208,Instrument INS036208,EQUITY,Y
INS036209,Instrument INS036209,EQUITY,Y
INS036210,Instrument INS036210,BOND,Y
INS036211,Instrument INS036211,FX,Y
INS036212,Instrument INS036212,EQUITY,Y
INS036213,Instrument INS036213,EQUITY,Y
INS036214,Instrument INS036214,FX,Y
INS036215,Instrument INS036215,BOND,Y
INS036216,Instrument INS036216,FX,Y
INS036217,Instrument INS036217,EQUITY,Y
INS036218,Instrument INS036218,EQUITY,Y
INS036219,Instrument INS036219,BOND,Y
INS036220,Instrument INS036220,BOND,Y
INS036221,Instrument INS036221,FX,Y
INS036222,Instrument INS036222,EQUITY,Y
INS036223,Instrument INS036223,BOND,Y
INS036224,Instrument INS036224,EQUITY,Y
INS036225,Instrument INS036225,BOND,Y
INS036226,Instrument INS036226,BOND,Y
INS036227,Instrument INS036227,EQUITY,Y
INS036228,Instrument INS036228,EQUITY,Y
INS036229,Instrument INS036229,FX,Y
INS036230,Instrument INS036230,FX,Y
INS036231,Instrument INS036231,FX,Y
INS036232,Instrument INS036232,EQUITY,Y
INS036233,Instrument INS036233,BOND,Y
INS036234,Instrument INS036234,FX,Y
INS036235,Instrument INS036235,EQUITY,Y
INS036236,Instrument INS036236,FX,Y
INS036237,Instrument INS036237,FX,Y
INS036238,Instrument INS036238,FX,Y
INS036239,Instrument INS036239,BOND,Y
INS036240,Instrument INS036240,EQUITY,Y
INS036241,Instrument INS036241,BOND,Y
INS036242,Instrument INS036242,FX,Y
INS036243,Instrument INS036243,FX,Y
INS036244,Instrument INS036244,BOND,Y
INS036245,Instrument INS036245,FX,Y
INS036246,Instrument INS036246,FX,Y
INS036247,Instrument INS036247,BOND,Y
INS036248,Instrument INS036248,EQUITY,Y
INS036249,Instrument INS036249,FX,Y
INS036250,Instrument INS036250,FX,Y
INS036251,Instrument INS036251,EQUITY,Y
INS036252,Instrument INS036252,BOND,Y
INS036253,Instrument INS036253,BOND,Y
INS036254,Instrument INS036254,FX,Y
INS036255,Instrument INS036255,FX,Y
INS036256,Instrument INS036256,BOND,Y
INS036257,Instrument INS036257,FX,Y
INS036258,Instrument INS036258,BOND,Y
INS036259,Instrument INS036259,BOND,Y
INS036260,Instrument INS036260,BOND,Y
INS036261,Instrument INS036261,FX,Y
INS036262,Instrument INS036262,BOND,Y
INS036263,Instrument INS036263,EQUITY,Y
INS036264,Instrument INS036264,EQUITY,Y
INS036265,Instrument INS036265,BOND,Y
INS036266,Instrument INS036266,EQUITY,Y
INS036267,Instrument INS036267,BOND,Y
INS036268,Instrument INS036268,FX,Y
INS036269,Instrument INS036269,FX,Y
INS036270,Instrument INS036270,FX,Y
INS036271,Instrument INS036271,BOND,Y
INS036272,Instrument INS036272,BOND,Y
INS036273,Instrument INS036273,EQUITY,Y
INS036274,Instrument INS036274,EQUITY,Y
INS036275,Instrument INS036275,FX,Y
INS036276,Instrument INS036276,BOND,Y
INS036277,Instrument INS036277,EQUITY,Y
INS036278,Instrument INS036278,FX,Y
INS036279,Instrument INS036279,BOND,Y
INS036280,Instrument INS036280,EQUITY,Y
INS036281,Instrument INS036281,EQUITY,Y
INS036282,Instrument INS036282,EQUITY,Y
INS036283,Instrument INS036283,EQUITY,Y
INS036284,Instrument INS036284,FX,Y
INS036285,Instrument INS036285,FX,Y
INS036286,Instrument INS036286,EQUITY,Y
INS036287,Instrument INS036287,BOND,Y
INS036288,Instrument INS036288,BOND,Y
INS036289,Instrument INS036289,BOND,Y
INS036290,Instrument INS036290,FX,Y
INS036291,Instrument INS036291,BOND,Y
INS036292,Instrument INS036292,BOND,Y
INS036293,Instrument INS036293,BOND,Y
INS036294,Instrument INS036294,BOND,Y
INS036295,Instrument INS036295,FX,Y
INS036296,Instrument INS036296,BOND,Y
INS036297,Instrument INS036297,EQUITY,Y
INS036298,Instrument INS036298,FX,Y
INS036299,Instrument INS036299,BOND,Y
INS036300,Instrument INS036300,EQUITY,Y
INS036301,Instrument INS036301,FX,Y
INS036302,Instrument INS036302,EQUITY,Y
INS036303,Instrument INS036303,BOND,Y
INS036304,Instrument INS036304,BOND,Y
INS036305,Instrument INS036305,BOND,Y
INS036306,Instrument INS036306,EQUITY,Y
INS036307,Instrument INS036307,FX,Y
INS036308,Instrument INS036308,EQUITY,Y
INS036309,Instrument INS036309,EQUITY,Y
INS036310,Instrument INS036310,EQUITY,Y
INS036311,Instrument INS036311,BOND,Y
INS036312,Instrument INS036312,EQUITY,Y
INS036313,Instrument INS036313,EQUITY,Y
INS036314,Instrument INS036314,EQUITY,Y
INS036315,Instrument INS036315,FX,Y
INS036316,Instrument INS036316,EQUITY,Y
INS036317,Instrument INS036317,EQUITY,Y
INS036318,Instrument INS036318,BOND,Y
INS036319,Instrument INS036319,EQUITY,Y
INS036320,Instrument INS036320,EQUITY,Y
INS036321,Instrument INS036321,BOND,Y
INS036322,Instrument INS036322,EQUITY,Y
INS036323,Instrument INS036323,EQUITY,Y
INS036324,Instrument INS036324,FX,Y
INS036325,Instrument INS036325,FX,Y
INS036326,Instrument INS036326,EQUITY,Y
INS036327,Instrument INS036327,FX,Y
INS036328,Instrument INS036328,EQUITY,Y
INS036329,Instrument INS036329,FX,Y
INS036330,Instrument INS036330,EQUITY,Y
INS036331,Instrument INS036331,FX,Y
INS036332,Instrument INS036332,EQUITY,Y
INS036333,Instrument INS036333,BOND,Y
INS036334,Instrument INS036334,BOND,Y
INS036335,Instrument INS036335,EQUITY,Y
INS036336,Instrument INS036336,FX,Y
INS036337,Instrument INS036337,BOND,Y
INS036338,Instrument INS036338,FX,Y
INS036339,Instrument INS036339,FX,Y
INS036340,Instrument INS036340,BOND,Y
INS036341,Instrument INS036341,BOND,Y
INS036342,Instrument INS036342,FX,Y
INS036343,Instrument INS036343,EQUITY,Y
INS036344,Instrument INS036344,BOND,Y
INS036345,Instrument INS036345,EQUITY,Y
INS036346,Instrument INS036346,EQUITY,Y
INS036347,Instrument INS036347,BOND,Y
INS036348,Instrument INS036348,EQUITY,Y
INS036349,Instrument INS036349,EQUITY,Y
INS036350,Instrument INS036350,EQUITY,Y
INS036351,Instrument INS036351,EQUITY,Y
INS036352,Instrument INS036352,FX,Y
INS036353,Instrument INS036353,EQUITY,Y
INS036354,Instrument INS036354,EQUITY,Y
INS036355,Instrument INS036355,EQUITY,Y
INS036356,Instrument INS036356,EQUITY,Y
INS036357,Instrument INS036357,FX,Y
INS036358,Instrument INS036358,FX,Y
INS036359,Instrument INS036359,FX,Y
INS036360,Instrument INS036360,BOND,Y
INS036361,Instrument INS036361,BOND,Y
INS036362,Instrument INS036362,FX,Y
INS036363,Instrument INS036363,BOND,Y
INS036364,Instrument INS036364,FX,Y
INS036365,Instrument INS036365,EQUITY,Y
INS036366,Instrument INS036366,FX,Y
INS036367,Instrument INS036367,FX,Y
INS036368,Instrument INS036368,BOND,Y
INS036369,Instrument INS036369,FX,Y
INS036370,Instrument INS036370,EQUITY,Y
INS036371,Instrument INS036371,FX,Y
INS036372,Instrument INS036372,FX,Y
INS036373,Instrument INS036373,FX,Y
INS036374,Instrument INS036374,FX,Y
INS036375,Instrument INS036375,BOND,Y
INS036376,Instrument INS036376,BOND,Y
INS036377,Instrument INS036377,BOND,Y
INS036378,Instrument INS036378,FX,Y
INS036379,Instrument INS036379,EQUITY,Y
INS036380,Instrument INS036380,BOND,Y
INS036381,Instrument INS036381,EQUITY,Y
INS036382,Instrument INS036382,BOND,Y
INS036383,Instrument INS036383,EQUITY,Y
INS036384,Instrument INS036384,FX,Y
INS036385,Instrument INS036385,FX,Y
INS036386,Instrument INS036386,BOND,Y
INS036387,Instrument INS036387,EQUITY,Y
INS036388,Instrument INS036388,FX,Y
INS036389,Instrument INS036389,FX,Y
INS036390,Instrument INS036390,FX,Y
INS036391,Instrument INS036391,BOND,Y
INS036392,Instrument INS036392,EQUITY,Y
INS036393,Instrument INS036393,BOND,Y
INS036394,Instrument INS036394,EQUITY,Y
INS036395,Instrument INS036395,BOND,Y
INS036396,Instrument INS036396,FX,Y
INS036397,Instrument INS036397,EQUITY,Y
INS036398,Instrument INS036398,BOND,Y
INS036399,Instrument INS036399,FX,Y
INS036400,Instrument INS036400,FX,Y
INS036401,Instrument INS036401,EQUITY,Y
INS036402,Instrument INS036402,BOND,Y
INS036403,Instrument INS036403,FX,Y
INS036404,Instrument INS036404,EQUITY,Y
INS036405,Instrument INS036405,EQUITY,Y
INS036406,Instrument INS036406,FX,Y
INS036407,Instrument INS036407,BOND,Y
INS036408,Instrument INS036408,EQUITY,Y
INS036409,Instrument INS036409,FX,Y
INS036410,Instrument INS036410,FX,Y
INS036411,Instrument INS036411,FX,Y
INS036412,Instrument INS036412,BOND,Y
INS036413,Instrument INS036413,BOND,Y
INS036414,Instrument INS036414,EQUITY,Y
INS036415,Instrument INS036415,EQUITY,Y
INS036416,Instrument INS036416,FX,Y
INS036417,Instrument INS036417,EQUITY,Y
INS036418,Instrument INS036418,FX,Y
INS036419,Instrument INS036419,EQUITY,Y
INS036420,Instrument INS036420,BOND,Y
INS036421,Instrument INS036421,BOND,Y
INS036422,Instrument INS036422,FX,Y
INS036423,Instrument INS036423,EQUITY,Y
INS036424,Instrument INS036424,EQUITY,Y
INS036425,Instrument INS036425,EQUITY,Y
INS036426,Instrument INS036426,FX,Y
INS036427,Instrument INS036427,EQUITY,Y
INS036428,Instrument INS036428,BOND,Y
INS036429,Instrument INS036429,EQUITY,Y
INS036430,Instrument INS036430,BOND,Y
INS036431,Instrument INS036431,EQUITY,Y
INS036432,Instrument INS036432,FX,Y
INS036433,Instrument INS036433,FX,Y
INS036434,Instrument INS036434,EQUITY,Y
INS036435,Instrument INS036435,EQUITY,Y
INS036436,Instrument INS036436,BOND,Y
INS036437,Instrument INS036437,FX,Y
INS036438,Instrument INS036438,EQUITY,Y
INS036439,Instrument INS036439,FX,Y
INS036440,Instrument INS036440,FX,Y
INS036441,Instrument INS036441,EQUITY,Y
INS036442,Instrument INS036442,EQUITY,Y
INS036443,Instrument INS036443,EQUITY,Y
INS036444,Instrument INS036444,EQUITY,Y
INS036445,Instrument INS036445,BOND,Y
INS036446,Instrument INS036446,EQUITY,Y
INS036447,Instrument INS036447,BOND,Y
INS036448,Instrument INS036448,EQUITY,Y
INS036449,Instrument INS036449,FX,Y
INS036450,Instrument INS036450,EQUITY,Y
INS036451,Instrument INS036451,BOND,Y
INS036452,Instrument INS036452,EQUITY,Y
INS036453,Instrument INS036453,EQUITY,Y
INS036454,Instrument INS036454,FX,Y
INS036455,Instrument INS036455,FX,Y
INS036456,Instrument INS036456,BOND,Y
INS036457,Instrument INS036457,EQUITY,Y
INS036458,Instrument INS036458,EQUITY,Y
INS036459,Instrument INS036459,FX,Y
INS036460,Instrument INS036460,BOND,Y
INS036461,Instrument INS036461,EQUITY,Y
INS036462,Instrument INS036462,BOND,Y
INS036463,Instrument INS036463,BOND,Y
INS036464,Instrument INS036464,BOND,Y
INS036465,Instrument INS036465,FX,Y
INS036466,Instrument INS036466,FX,Y
INS036467,Instrument INS036467,EQUITY,Y
INS036468,Instrument INS036468,BOND,Y
INS036469,Instrument INS036469,BOND,Y
INS036470,Instrument INS036470,BOND,Y
INS036471,Instrument INS036471,EQUITY,Y
INS036472,Instrument INS036472,EQUITY,Y
INS036473,Instrument INS036473,BOND,Y
INS036474,Instrument INS036474,BOND,Y
INS036475,Instrument INS036475,BOND,Y
INS036476,Instrument INS036476,EQUITY,Y
INS036477,Instrument INS036477,BOND,Y
INS036478,Instrument INS036478,BOND,Y
INS036479,Instrument INS036479,FX,Y
INS036480,Instrument INS036480,BOND,Y
INS036481,Instrument INS036481,FX,Y
INS036482,Instrument INS036482,BOND,Y
INS036483,Instrument INS036483,FX,Y
INS036484,Instrument INS036484,FX,Y
INS036485,Instrument INS036485,EQUITY,Y
INS036486,Instrument INS036486,BOND,Y
INS036487,Instrument INS036487,BOND,Y
INS036488,Instrument INS036488,BOND,Y
INS036489,Instrument INS036489,FX,Y
INS036490,Instrument INS036490,EQUITY,Y
INS036491,Instrument INS036491,FX,Y
INS036492,Instrument INS036492,FX,Y
INS036493,Instrument INS036493,FX,Y
INS036494,Instrument INS036494,BOND,Y
INS036495,Instrument INS036495,FX,Y
INS036496,Instrument INS036496,FX,Y
INS036497,Instrument INS036497,EQUITY,Y
INS036498,Instrument INS036498,BOND,Y
INS036499,Instrument INS036499,EQUITY,Y
INS036500,Instrument INS036500,BOND,Y
INS036501,Instrument INS036501,EQUITY,Y
INS036502,Instrument INS036502,BOND,Y
INS036503,Instrument INS036503,BOND,Y
INS036504,Instrument INS036504,FX,Y
INS036505,Instrument INS036505,EQUITY,Y
INS036506,Instrument INS036506,BOND,Y
INS036507,Instrument INS036507,FX,Y
INS036508,Instrument INS036508,EQUITY,Y
INS036509,Instrument INS036509,BOND,Y
INS036510,Instrument INS036510,BOND,Y
INS036511,Instrument INS036511,BOND,Y
INS036512,Instrument INS036512,FX,Y
INS036513,Instrument INS036513,EQUITY,Y
INS036514,Instrument INS036514,BOND,Y
INS036515,Instrument INS036515,BOND,Y
INS036516,Instrument INS036516,EQUITY,Y
INS036517,Instrument INS036517,EQUITY,Y
INS036518,Instrument INS036518,EQUITY,Y
INS036519,Instrument INS036519,EQUITY,Y
INS036520,Instrument INS036520,BOND,Y
INS036521,Instrument INS036521,FX,Y
INS036522,Instrument INS036522,EQUITY,Y
INS036523,Instrument INS036523,FX,Y
INS036524,Instrument INS036524,FX,Y
INS036525,Instrument INS036525,FX,Y
INS036526,Instrument INS036526,EQUITY,Y
INS036527,Instrument INS036527,FX,Y
INS036528,Instrument INS036528,FX,Y
INS036529,Instrument INS036529,BOND,Y
INS036530,Instrument INS036530,EQUITY,Y
INS036531,Instrument INS036531,EQUITY,Y
INS036532,Instrument INS036532,EQUITY,Y
INS036533,Instrument INS036533,EQUITY,Y
INS036534,Instrument INS036534,EQUITY,Y
INS036535,Instrument INS036535,BOND,Y
INS036536,Instrument INS036536,FX,Y
INS036537,Instrument INS036537,BOND,Y
INS036538,Instrument INS036538,FX,Y
INS036539,Instrument INS036539,EQUITY,Y
INS036540,Instrument INS036540,BOND,Y
INS036541,Instrument INS036541,EQUITY,Y
INS036542,Instrument INS036542,EQUITY,Y
INS036543,Instrument INS036543,FX,Y
INS036544,Instrument INS036544,FX,Y
INS036545,Instrument INS036545,FX,Y
INS036546,Instrument INS036546,BOND,Y
INS036547,Instrument INS036547,FX,Y
INS036548,Instrument INS036548,EQUITY,Y
INS036549,Instrument INS036549,FX,Y
INS036550,Instrument INS036550,FX,Y
INS036551,Instrument INS036551,FX,Y
INS036552,Instrument INS036552,FX,Y
INS036553,Instrument INS036553,EQUITY,Y
INS036554,Instrument INS036554,FX,Y
INS036555,Instrument INS036555,EQUITY,Y
INS036556,Instrument INS036556,BOND,Y
INS036557,Instrument INS036557,BOND,Y
INS036558,Instrument INS036558,EQUITY,Y
INS036559,Instrument INS036559,BOND,Y
INS036560,Instrument INS036560,FX,Y
INS036561,Instrument INS036561,FX,Y
INS036562,Instrument INS036562,FX,Y
INS036563,Instrument INS036563,BOND,Y
INS036564,Instrument INS036564,EQUITY,Y
INS036565,Instrument INS036565,BOND,Y
INS036566,Instrument INS036566,BOND,Y
INS036567,Instrument INS036567,EQUITY,Y
INS036568,Instrument INS036568,EQUITY,Y
INS036569,Instrument INS036569,BOND,Y
INS036570,Instrument INS036570,BOND,Y
INS036571,Instrument INS036571,EQUITY,Y
INS036572,Instrument INS036572,EQUITY,Y
INS036573,Instrument INS036573,BOND,Y
INS036574,Instrument INS036574,FX,Y
INS036575,Instrument INS036575,FX,Y
INS036576,Instrument INS036576,FX,Y
INS036577,Instrument INS036577,EQUITY,Y
INS036578,Instrument INS036578,FX,Y
INS036579,Instrument INS036579,FX,Y
INS036580,Instrument INS036580,EQUITY,Y
INS036581,Instrument INS036581,EQUITY,Y
INS036582,Instrument INS036582,EQUITY,Y
INS036583,Instrument INS036583,FX,Y
INS036584,Instrument INS036584,FX,Y
INS036585,Instrument INS036585,FX,Y
INS036586,Instrument INS036586,FX,Y
INS036587,Instrument INS036587,EQUITY,Y
INS036588,Instrument INS036588,FX,Y
INS036589,Instrument INS036589,EQUITY,Y
INS036590,Instrument INS036590,BOND,Y
INS036591,Instrument INS036591,BOND,Y
INS036592,Instrument INS036592,BOND,Y
INS036593,Instrument INS036593,FX,Y
INS036594,Instrument INS036594,EQUITY,Y
INS036595,Instrument INS036595,BOND,Y
INS036596,Instrument INS036596,EQUITY,Y
INS036597,Instrument INS036597,FX,Y
INS036598,Instrument INS036598,FX,Y
INS036599,Instrument INS036599,BOND,Y
INS036600,Instrument INS036600,BOND,Y
INS036601,Instrument INS036601,BOND,Y
INS036602,Instrument INS036602,FX,Y
INS036603,Instrument INS036603,FX,Y
INS036604,Instrument INS036604,BOND,Y
INS036605,Instrument INS036605,FX,Y
INS036606,Instrument INS036606,FX,Y
INS036607,Instrument INS036607,BOND,Y
INS036608,Instrument INS036608,FX,Y
INS036609,Instrument INS036609,FX,Y
INS036610,Instrument INS036610,EQUITY,Y
INS036611,Instrument INS036611,EQUITY,Y
INS036612,Instrument INS036612,EQUITY,Y
INS036613,Instrument INS036613,FX,Y
INS036614,Instrument INS036614,FX,Y
INS036615,Instrument INS036615,EQUITY,Y
INS036616,Instrument INS036616,EQUITY,Y
INS036617,Instrument INS036617,EQUITY,Y
INS036618,Instrument INS036618,BOND,Y
INS036619,Instrument INS036619,EQUITY,Y
INS036620,Instrument INS036620,EQUITY,Y
INS036621,Instrument INS036621,EQUITY,Y
INS036622,Instrument INS036622,BOND,Y
INS036623,Instrument INS036623,BOND,Y
INS036624,Instrument INS036624,FX,Y
INS036625,Instrument INS036625,EQUITY,Y
INS036626,Instrument INS036626,EQUITY,Y
INS036627,Instrument INS036627,FX,Y
INS036628,Instrument INS036628,EQUITY,Y
INS036629,Instrument INS036629,FX,Y
INS036630,Instrument INS036630,EQUITY,Y
INS036631,Instrument INS036631,EQUITY,Y
INS036632,Instrument INS036632,EQUITY,Y
INS036633,Instrument INS036633,FX,Y
INS036634,Instrument INS036634,FX,Y
INS036635,Instrument INS036635,FX,Y
INS036636,Instrument INS036636,FX,Y
INS036637,Instrument INS036637,FX,Y
INS036638,Instrument INS036638,BOND,Y
INS036639,Instrument INS036639,FX,Y
INS036640,Instrument INS036640,EQUITY,Y
INS036641,Instrument INS036641,BOND,Y
INS036642,Instrument INS036642,BOND,Y
INS036643,Instrument INS036643,BOND,Y
INS036644,Instrument INS036644,BOND,Y
INS036645,Instrument INS036645,FX,Y
INS036646,Instrument INS036646,EQUITY,Y
INS036647,Instrument INS036647,FX,Y
INS036648,Instrument INS036648,FX,Y
INS036649,Instrument INS036649,BOND,Y
INS036650,Instrument INS036650,FX,Y
INS036651,Instrument INS036651,BOND,Y
